id,sex,age,order,boxtype,sessiontype,sessionno,trialno,correct,trialtype,phase
Reuben,m,8,foodfirst,blue,pattern-transfer,1,1,0,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,1,2,1,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,1,3,1,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,1,4,0,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,1,5,1,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,1,6,0,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,1,7,0,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,1,8,1,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,2,1,1,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,2,2,0,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,2,3,0,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,2,4,1,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,2,5,1,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,2,6,0,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,2,7,1,stick,2
Reuben,m,8,foodfirst,blue,pattern-transfer,2,8,0,stick,2
Kato,m,13,stickfirst,pink,pattern-transfer,1,1,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,1,2,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,1,3,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,1,4,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,1,5,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,1,6,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,1,7,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,1,8,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,2,1,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,2,2,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,2,3,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,2,4,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,2,5,0,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,2,6,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,2,7,1,food,2
Kato,m,13,stickfirst,pink,pattern-transfer,2,8,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,1,1,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,1,2,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,1,3,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,1,4,0,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,1,5,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,1,6,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,1,7,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,1,8,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,2,1,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,2,2,0,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,2,3,0,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,2,4,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,2,5,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,2,6,0,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,2,7,1,food,2
Chico,m,9,stickfirst,blue,pattern-transfer,2,8,1,food,2
Carlos,m,12,foodfirst,pink,pattern-transfer,1,1,0,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,1,2,1,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,1,4,0,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,1,5,0,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,1,6,0,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,1,7,0,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,1,8,1,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,2,1,1,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,2,2,0,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,2,3,0,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,2,4,1,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,2,5,1,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,2,6,0,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,2,7,1,stick,2
Carlos,m,12,foodfirst,pink,pattern-transfer,2,8,0,stick,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,1,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,2,0,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,3,0,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,4,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,5,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,6,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,7,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,8,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,1,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,2,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,3,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,4,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,5,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,6,0,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,7,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,8,0,food,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,1,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,2,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,4,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,5,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,6,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,7,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,8,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,1,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,2,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,3,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,4,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,5,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,6,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,7,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,8,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,1,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,2,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,4,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,5,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,6,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,7,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,8,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,1,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,2,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,3,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,4,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,5,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,6,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,7,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,8,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,1,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,2,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,4,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,5,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,6,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,7,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,8,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,1,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,2,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,3,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,4,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,5,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,6,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,7,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,8,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,1,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,2,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,4,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,5,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,6,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,7,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,8,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,1,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,2,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,3,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,4,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,5,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,6,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,7,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,8,0,stick,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,1,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,2,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,3,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,4,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,5,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,6,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,7,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,8,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,1,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,2,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,3,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,4,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,5,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,6,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,7,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,8,1,food,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,1,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,2,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,3,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,4,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,5,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,6,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,7,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,8,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,1,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,2,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,3,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,4,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,5,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,6,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,7,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,8,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,1,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,2,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,3,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,4,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,5,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,6,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,7,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,8,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,1,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,2,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,3,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,4,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,5,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,6,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,7,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,8,0,stick,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,1,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,2,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,3,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,4,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,5,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,6,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,7,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,8,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,1,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,2,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,3,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,4,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,5,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,6,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,7,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,8,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,1,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,2,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,3,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,4,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,5,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,6,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,7,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,8,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,1,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,2,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,3,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,4,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,5,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,6,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,7,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,8,1,food,2
