id,sex,age,order,boxtype,phase,phase2,sessionno,trialno,ripcorrect,trialtype,concorrect
Alba,f,6,food-stick at test,blue,test,1,1,1,0,food,0
Alba,f,6,food-stick at test,blue,test,1,1,2,1,food,1
Alba,f,6,food-stick at test,blue,test,1,1,3,1,food,1
Alba,f,6,food-stick at test,blue,test,1,1,4,0,food,0
Alba,f,6,food-stick at test,blue,test,1,1,5,0,food,0
Alba,f,6,food-stick at test,blue,test,1,1,6,1,food,1
Alba,f,6,food-stick at test,blue,test,1,1,7,1,food,0
Alba,f,6,food-stick at test,blue,test,1,1,8,1,food,1
Alba,f,6,food-stick at test,blue,test,1,2,9,1,food,0
Alba,f,6,food-stick at test,blue,test,1,2,10,1,food,1
Alba,f,6,food-stick at test,blue,test,1,2,11,1,food,1
Alba,f,6,food-stick at test,blue,test,1,2,12,1,food,0
Alba,f,6,food-stick at test,blue,test,1,2,13,1,food,0
Alba,f,6,food-stick at test,blue,test,1,2,14,1,food,1
Alba,f,6,food-stick at test,blue,test,1,2,15,0,food,0
Alba,f,6,food-stick at test,blue,test,1,2,16,0,food,1
Alba,f,6,food-stick at test,blue,transfer,2,1,1,1,stick,0
Alba,f,6,food-stick at test,blue,transfer,2,1,2,1,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,1,3,1,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,1,4,0,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,1,5,1,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,1,6,0,stick,0
Alba,f,6,food-stick at test,blue,transfer,2,1,7,0,stick,0
Alba,f,6,food-stick at test,blue,transfer,2,1,8,1,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,2,9,1,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,2,10,0,stick,0
Alba,f,6,food-stick at test,blue,transfer,2,2,11,0,stick,0
Alba,f,6,food-stick at test,blue,transfer,2,2,12,1,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,2,13,1,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,2,14,0,stick,0
Alba,f,6,food-stick at test,blue,transfer,2,2,15,1,stick,1
Alba,f,6,food-stick at test,blue,transfer,2,2,16,0,stick,0
Bear,m,5,stick-food at test,blue,test,1,1,1,1,stick,1
Bear,m,5,stick-food at test,blue,test,1,1,2,1,stick,0
Bear,m,5,stick-food at test,blue,test,1,1,3,1,stick,0
Bear,m,5,stick-food at test,blue,test,1,1,4,1,stick,1
Bear,m,5,stick-food at test,blue,test,1,1,5,0,stick,0
Bear,m,5,stick-food at test,blue,test,1,1,6,1,stick,1
Bear,m,5,stick-food at test,blue,test,1,1,7,1,stick,1
Bear,m,5,stick-food at test,blue,test,1,1,8,1,stick,0
Bear,m,5,stick-food at test,blue,test,1,2,9,0,stick,1
Bear,m,5,stick-food at test,blue,test,1,2,10,1,stick,0
Bear,m,5,stick-food at test,blue,test,1,2,11,1,stick,1
Bear,m,5,stick-food at test,blue,test,1,2,12,1,stick,0
Bear,m,5,stick-food at test,blue,test,1,2,13,1,stick,1
Bear,m,5,stick-food at test,blue,test,1,2,14,0,stick,0
Bear,m,5,stick-food at test,blue,test,1,2,15,0,stick,1
Bear,m,5,stick-food at test,blue,test,1,2,16,1,stick,1
Bear,m,5,stick-food at test,blue,transfer,2,1,1,1,food,0
Bear,m,5,stick-food at test,blue,transfer,2,1,2,1,food,1
Bear,m,5,stick-food at test,blue,transfer,2,1,3,1,food,1
Bear,m,5,stick-food at test,blue,transfer,2,1,4,1,food,0
Bear,m,5,stick-food at test,blue,transfer,2,1,5,1,food,1
Bear,m,5,stick-food at test,blue,transfer,2,1,6,0,food,0
Bear,m,5,stick-food at test,blue,transfer,2,1,7,1,food,0
Bear,m,5,stick-food at test,blue,transfer,2,1,8,1,food,1
Bear,m,5,stick-food at test,blue,transfer,2,2,9,1,food,1
Bear,m,5,stick-food at test,blue,transfer,2,2,10,1,food,0
Bear,m,5,stick-food at test,blue,transfer,2,2,11,1,food,0
Bear,m,5,stick-food at test,blue,transfer,2,2,12,0,food,1
Bear,m,5,stick-food at test,blue,transfer,2,2,13,1,food,1
Bear,m,5,stick-food at test,blue,transfer,2,2,14,0,food,0
Bear,m,5,stick-food at test,blue,transfer,2,2,15,1,food,1
Bear,m,5,stick-food at test,blue,transfer,2,2,16,1,food,0
Carlos,m,12,food-stick at test,pink,test,1,1,1,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,1,2,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,1,3,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,1,4,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,1,5,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,1,6,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,1,7,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,1,8,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,2,9,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,2,10,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,2,11,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,2,12,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,2,13,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,2,14,1,food,1
Carlos,m,12,food-stick at test,pink,test,1,2,15,0,food,1
Carlos,m,12,food-stick at test,pink,test,1,2,16,1,food,1
Carlos,m,12,food-stick at test,pink,transfer,2,1,1,0,stick,0
Carlos,m,12,food-stick at test,pink,transfer,2,1,2,1,stick,1
Carlos,m,12,food-stick at test,pink,transfer,2,1,3,1,stick,1
Carlos,m,12,food-stick at test,pink,transfer,2,1,4,0,stick,0
Carlos,m,12,food-stick at test,pink,transfer,2,1,5,1,stick,0
Carlos,m,12,food-stick at test,pink,transfer,2,1,6,1,stick,0
Carlos,m,12,food-stick at test,pink,transfer,2,1,7,1,stick,0
Carlos,m,12,food-stick at test,pink,transfer,2,1,8,1,stick,1
Carlos,m,12,food-stick at test,pink,transfer,2,2,9,1,stick,1
Carlos,m,12,food-stick at test,pink,transfer,2,2,10,0,stick,0
Carlos,m,12,food-stick at test,pink,transfer,2,2,11,0,stick,0
Carlos,m,12,food-stick at test,pink,transfer,2,2,12,1,stick,1
Carlos,m,12,food-stick at test,pink,transfer,2,2,13,1,stick,1
Carlos,m,12,food-stick at test,pink,transfer,2,2,14,0,stick,0
Carlos,m,12,food-stick at test,pink,transfer,2,2,15,1,stick,1
Carlos,m,12,food-stick at test,pink,transfer,2,2,16,0,stick,0
Chico,m,9,stick-food at test,blue,test,1,1,1,1,stick,1
Chico,m,9,stick-food at test,blue,test,1,1,2,1,stick,0
Chico,m,9,stick-food at test,blue,test,1,1,3,1,stick,0
Chico,m,9,stick-food at test,blue,test,1,1,4,1,stick,1
Chico,m,9,stick-food at test,blue,test,1,1,5,1,stick,0
Chico,m,9,stick-food at test,blue,test,1,1,6,0,stick,1
Chico,m,9,stick-food at test,blue,test,1,1,7,1,stick,1
Chico,m,9,stick-food at test,blue,test,1,1,8,0,stick,0
Chico,m,9,stick-food at test,blue,test,1,2,9,1,stick,0
Chico,m,9,stick-food at test,blue,test,1,2,10,1,stick,1
Chico,m,9,stick-food at test,blue,test,1,2,11,1,stick,1
Chico,m,9,stick-food at test,blue,test,1,2,12,1,stick,0
Chico,m,9,stick-food at test,blue,test,1,2,13,1,stick,1
Chico,m,9,stick-food at test,blue,test,1,2,14,1,stick,0
Chico,m,9,stick-food at test,blue,test,1,2,15,1,stick,0
Chico,m,9,stick-food at test,blue,test,1,2,16,1,stick,1
Chico,m,9,stick-food at test,blue,transfer,2,1,1,0,food,1
Chico,m,9,stick-food at test,blue,transfer,2,1,2,0,food,1
Chico,m,9,stick-food at test,blue,transfer,2,1,3,1,food,1
Chico,m,9,stick-food at test,blue,transfer,2,1,4,1,food,0
Chico,m,9,stick-food at test,blue,transfer,2,1,5,0,food,1
Chico,m,9,stick-food at test,blue,transfer,2,1,6,1,food,1
Chico,m,9,stick-food at test,blue,transfer,2,1,7,1,food,1
Chico,m,9,stick-food at test,blue,transfer,2,1,8,1,food,1
Chico,m,9,stick-food at test,blue,transfer,2,2,9,1,food,1
Chico,m,9,stick-food at test,blue,transfer,2,2,10,1,food,0
Chico,m,9,stick-food at test,blue,transfer,2,2,11,1,food,0
Chico,m,9,stick-food at test,blue,transfer,2,2,12,1,food,1
Chico,m,9,stick-food at test,blue,transfer,2,2,13,0,food,1
Chico,m,9,stick-food at test,blue,transfer,2,2,14,1,food,0
Chico,m,9,stick-food at test,blue,transfer,2,2,15,0,food,1
Chico,m,9,stick-food at test,blue,transfer,2,2,16,1,food,1
Diego,m,16,food-stick at test,pink,test,,1,1,1,food,
Diego,m,16,food-stick at test,pink,test,,1,2,1,food,
Diego,m,16,food-stick at test,pink,test,,1,3,1,food,
Diego,m,16,food-stick at test,pink,test,,1,4,1,food,
Diego,m,16,food-stick at test,pink,test,,1,5,1,food,
Diego,m,16,food-stick at test,pink,test,,1,6,1,food,
Diego,m,16,food-stick at test,pink,test,,1,7,1,food,
Diego,m,16,food-stick at test,pink,test,,1,8,0,food,
Diego,m,16,food-stick at test,pink,test,,2,9,1,food,
Diego,m,16,food-stick at test,pink,test,,2,10,1,food,
Diego,m,16,food-stick at test,pink,test,,2,11,1,food,
Diego,m,16,food-stick at test,pink,test,,2,12,1,food,
Diego,m,16,food-stick at test,pink,test,,2,13,1,food,
Diego,m,16,food-stick at test,pink,test,,2,14,1,food,
Diego,m,16,food-stick at test,pink,test,,2,15,1,food,
Diego,m,16,food-stick at test,pink,test,,2,16,0,food,
Diego,m,16,food-stick at test,pink,transfer,,1,1,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,1,2,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,1,3,0,stick,
Diego,m,16,food-stick at test,pink,transfer,,1,4,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,1,5,0,stick,
Diego,m,16,food-stick at test,pink,transfer,,1,6,0,stick,
Diego,m,16,food-stick at test,pink,transfer,,1,7,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,1,8,0,stick,
Diego,m,16,food-stick at test,pink,transfer,,2,9,0,stick,
Diego,m,16,food-stick at test,pink,transfer,,2,10,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,2,11,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,2,12,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,2,13,0,stick,
Diego,m,16,food-stick at test,pink,transfer,,2,14,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,2,15,1,stick,
Diego,m,16,food-stick at test,pink,transfer,,2,16,0,stick,
Figo,m,12,stick-food at test,blue,test,1,1,1,0,stick,0
Figo,m,12,stick-food at test,blue,test,1,1,2,1,stick,1
Figo,m,12,stick-food at test,blue,test,1,1,3,1,stick,1
Figo,m,12,stick-food at test,blue,test,1,1,4,0,stick,0
Figo,m,12,stick-food at test,blue,test,1,1,5,1,stick,1
Figo,m,12,stick-food at test,blue,test,1,1,6,0,stick,0
Figo,m,12,stick-food at test,blue,test,1,1,7,0,stick,0
Figo,m,12,stick-food at test,blue,test,1,1,8,1,stick,1
Figo,m,12,stick-food at test,blue,test,1,2,9,1,stick,1
Figo,m,12,stick-food at test,blue,test,1,2,10,0,stick,0
Figo,m,12,stick-food at test,blue,test,1,2,11,0,stick,0
Figo,m,12,stick-food at test,blue,test,1,2,12,1,stick,1
Figo,m,12,stick-food at test,blue,test,1,2,13,0,stick,0
Figo,m,12,stick-food at test,blue,test,1,2,14,1,stick,1
Figo,m,12,stick-food at test,blue,test,1,2,15,1,stick,1
Figo,m,12,stick-food at test,blue,test,1,2,16,0,stick,0
Figo,m,12,stick-food at test,blue,transfer,2,1,1,0,food,1
Figo,m,12,stick-food at test,blue,transfer,2,1,2,1,food,0
Figo,m,12,stick-food at test,blue,transfer,2,1,3,0,food,1
Figo,m,12,stick-food at test,blue,transfer,2,1,4,1,food,1
Figo,m,12,stick-food at test,blue,transfer,2,1,5,0,food,0
Figo,m,12,stick-food at test,blue,transfer,2,1,6,1,food,1
Figo,m,12,stick-food at test,blue,transfer,2,1,7,1,food,1
Figo,m,12,stick-food at test,blue,transfer,2,1,8,0,food,0
Figo,m,12,stick-food at test,blue,transfer,2,2,9,0,food,0
Figo,m,12,stick-food at test,blue,transfer,2,2,10,1,food,1
Figo,m,12,stick-food at test,blue,transfer,2,2,11,1,food,1
Figo,m,12,stick-food at test,blue,transfer,2,2,12,0,food,0
Figo,m,12,stick-food at test,blue,transfer,2,2,13,0,food,0
Figo,m,12,stick-food at test,blue,transfer,2,2,14,1,food,1
Figo,m,12,stick-food at test,blue,transfer,2,2,15,0,food,0
Figo,m,12,stick-food at test,blue,transfer,2,2,16,1,food,1
Flojo,m,7,stick-food at test,pink,test,,1,1,1,stick,
Flojo,m,7,stick-food at test,pink,test,,1,2,0,stick,
Flojo,m,7,stick-food at test,pink,test,,1,3,1,stick,
Flojo,m,7,stick-food at test,pink,test,,1,4,1,stick,
Flojo,m,7,stick-food at test,pink,test,,1,5,1,stick,
Flojo,m,7,stick-food at test,pink,test,,1,6,1,stick,
Flojo,m,7,stick-food at test,pink,test,,1,7,1,stick,
Flojo,m,7,stick-food at test,pink,test,,1,8,0,stick,
Flojo,m,7,stick-food at test,pink,test,,2,9,0,stick,
Flojo,m,7,stick-food at test,pink,test,,2,10,1,stick,
Flojo,m,7,stick-food at test,pink,test,,2,11,1,stick,
Flojo,m,7,stick-food at test,pink,test,,2,12,1,stick,
Flojo,m,7,stick-food at test,pink,test,,2,13,1,stick,
Flojo,m,7,stick-food at test,pink,test,,2,14,1,stick,
Flojo,m,7,stick-food at test,pink,test,,2,15,1,stick,
Flojo,m,7,stick-food at test,pink,test,,2,16,1,stick,
Flojo,m,7,stick-food at test,pink,transfer,,1,1,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,1,2,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,1,3,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,1,4,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,1,5,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,1,6,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,1,7,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,1,8,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,2,9,0,food,
Flojo,m,7,stick-food at test,pink,transfer,,2,10,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,2,11,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,2,12,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,2,13,0,food,
Flojo,m,7,stick-food at test,pink,transfer,,2,14,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,2,15,1,food,
Flojo,m,7,stick-food at test,pink,transfer,,2,16,1,food,
Fudge,m,5,stick-food at test,blue,test,,1,1,1,stick,
Fudge,m,5,stick-food at test,blue,test,,1,2,1,stick,
Fudge,m,5,stick-food at test,blue,test,,1,3,1,stick,
Fudge,m,5,stick-food at test,blue,test,,1,4,0,stick,
Fudge,m,5,stick-food at test,blue,test,,1,5,1,stick,
Fudge,m,5,stick-food at test,blue,test,,1,6,1,stick,
Fudge,m,5,stick-food at test,blue,test,,1,7,0,stick,
Fudge,m,5,stick-food at test,blue,test,,1,8,0,stick,
Fudge,m,5,stick-food at test,blue,test,,2,9,0,stick,
Fudge,m,5,stick-food at test,blue,test,,2,10,1,stick,
Fudge,m,5,stick-food at test,blue,test,,2,11,1,stick,
Fudge,m,5,stick-food at test,blue,test,,2,12,1,stick,
Fudge,m,5,stick-food at test,blue,test,,2,13,1,stick,
Fudge,m,5,stick-food at test,blue,test,,2,14,1,stick,
Fudge,m,5,stick-food at test,blue,test,,2,15,1,stick,
Fudge,m,5,stick-food at test,blue,test,,2,16,1,stick,
Fudge,m,5,stick-food at test,blue,transfer,,1,1,0,food,
Fudge,m,5,stick-food at test,blue,transfer,,1,2,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,1,3,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,1,4,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,1,5,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,1,6,0,food,
Fudge,m,5,stick-food at test,blue,transfer,,1,7,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,1,8,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,2,9,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,2,10,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,2,11,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,2,12,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,2,13,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,2,14,0,food,
Fudge,m,5,stick-food at test,blue,transfer,,2,15,1,food,
Fudge,m,5,stick-food at test,blue,transfer,,2,16,1,food,
Hazel,f,5,food-stick at test,pink,test,1,1,1,1,food,0
Hazel,f,5,food-stick at test,pink,test,1,1,2,1,food,1
Hazel,f,5,food-stick at test,pink,test,1,1,3,1,food,1
Hazel,f,5,food-stick at test,pink,test,1,1,4,1,food,0
Hazel,f,5,food-stick at test,pink,test,1,1,5,0,food,0
Hazel,f,5,food-stick at test,pink,test,1,1,6,1,food,1
Hazel,f,5,food-stick at test,pink,test,1,1,7,0,food,0
Hazel,f,5,food-stick at test,pink,test,1,1,8,1,food,1
Hazel,f,5,food-stick at test,pink,test,1,2,9,1,food,0
Hazel,f,5,food-stick at test,pink,test,1,2,10,1,food,1
Hazel,f,5,food-stick at test,pink,test,1,2,11,0,food,1
Hazel,f,5,food-stick at test,pink,test,1,2,12,1,food,0
Hazel,f,5,food-stick at test,pink,test,1,2,13,0,food,0
Hazel,f,5,food-stick at test,pink,test,1,2,14,1,food,1
Hazel,f,5,food-stick at test,pink,test,1,2,15,0,food,0
Hazel,f,5,food-stick at test,pink,test,1,2,16,1,food,1
Hazel,f,5,food-stick at test,pink,transfer,2,1,1,0,stick,0
Hazel,f,5,food-stick at test,pink,transfer,2,1,2,1,stick,1
Hazel,f,5,food-stick at test,pink,transfer,2,1,3,1,stick,1
Hazel,f,5,food-stick at test,pink,transfer,2,1,4,0,stick,0
Hazel,f,5,food-stick at test,pink,transfer,2,1,5,1,stick,1
Hazel,f,5,food-stick at test,pink,transfer,2,1,6,0,stick,0
Hazel,f,5,food-stick at test,pink,transfer,2,1,7,0,stick,0
Hazel,f,5,food-stick at test,pink,transfer,2,1,8,1,stick,1
Hazel,f,5,food-stick at test,pink,transfer,2,2,9,1,stick,1
Hazel,f,5,food-stick at test,pink,transfer,2,2,10,1,stick,0
Hazel,f,5,food-stick at test,pink,transfer,2,2,11,1,stick,0
Hazel,f,5,food-stick at test,pink,transfer,2,2,12,1,stick,1
Hazel,f,5,food-stick at test,pink,transfer,2,2,13,1,stick,1
Hazel,f,5,food-stick at test,pink,transfer,2,2,14,1,stick,0
Hazel,f,5,food-stick at test,pink,transfer,2,2,15,0,stick,1
Hazel,f,5,food-stick at test,pink,transfer,2,2,16,1,stick,0
Inti,m,9,food-stick at test,pink,test,1,1,1,0,food,0
Inti,m,9,food-stick at test,pink,test,1,1,2,1,food,0
Inti,m,9,food-stick at test,pink,test,1,1,3,1,food,0
Inti,m,9,food-stick at test,pink,test,1,1,4,0,food,1
Inti,m,9,food-stick at test,pink,test,1,1,5,0,food,0
Inti,m,9,food-stick at test,pink,test,1,1,6,1,food,1
Inti,m,9,food-stick at test,pink,test,1,1,7,0,food,0
Inti,m,9,food-stick at test,pink,test,1,1,8,1,food,1
Inti,m,9,food-stick at test,pink,test,1,2,9,0,food,0
Inti,m,9,food-stick at test,pink,test,1,2,10,1,food,1
Inti,m,9,food-stick at test,pink,test,1,2,11,1,food,1
Inti,m,9,food-stick at test,pink,test,1,2,12,0,food,0
Inti,m,9,food-stick at test,pink,test,1,2,13,0,food,1
Inti,m,9,food-stick at test,pink,test,1,2,14,1,food,0
Inti,m,9,food-stick at test,pink,test,1,2,15,0,food,0
Inti,m,9,food-stick at test,pink,test,1,2,16,1,food,0
